controller,icl,inst,block,controller_inst,domain,repair,group
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST1_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST1_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST2_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST2_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST3_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST3_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST4_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST4_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST5_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u1_hbm_ctrl_ss_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST5_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST6_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u1_hbm_ctrl_ss_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST6_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST7_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST7_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST8_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u1_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST8_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST9_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u1_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST9_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST10_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST10_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST11_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST11_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST12_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_ctrl_ss_u0_hbm_rd_process_integ_u0_hbm_rdf_afifo_16x258_wrapper_u0_hbm_rdf_ram_1r1w_16x258_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST12_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST13_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_ctrl_ss_u0_hbm_wr_process_integ_u0_hbm_wdf_afifo_128x257_wrapper_u0_hbm_wdf_ram_1r1w_128x257_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST13_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST14_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST14_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST15_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST15_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST16_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u2_hbm_ctrl_ss_u1_hbm_wr_process_integ_u0_hbm_wcf_afifo_128x30_wrapper_u0_hbm_wcf_ram_1r1w_128x30_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST16_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST17_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_ctrl_ss_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST17_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST18_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_ctrl_ss_u0_hbm_rd_process_integ_u0_hbm_rdf_afifo_16x258_wrapper_u0_hbm_rdf_ram_1r1w_16x258_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST18_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST19_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_ctrl_ss_u0_hbm_wr_process_integ_u0_hbm_wdf_afifo_128x257_wrapper_u0_hbm_wdf_ram_1r1w_128x257_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST19_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST20_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST20_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST21_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST21_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST22_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u3_hbm_ctrl_ss_u1_hbm_rd_process_integ_u0_hbm_rdf_afifo_16x258_wrapper_u0_hbm_rdf_ram_1r1w_16x258_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST22_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST23_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST23_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST24_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u4_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST24_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST25_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u4_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST25_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST26_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u4_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST26_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST27_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u5_hbm_ctrl_ss_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST27_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST28_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u5_hbm_ctrl_ss_u0_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST28_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST29_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u5_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST29_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST30_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u5_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST30_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST31_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u5_hbm_ctrl_ss_u1_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST31_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST32_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST32_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST33_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST33_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST34_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_ctrl_ss_u0_hbm_wr_process_integ_u0_hbm_wdf_afifo_128x257_wrapper_u0_hbm_wdf_ram_1r1w_128x257_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST34_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST35_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_ctrl_ss_u0_hbm_wr_process_integ_u0_hbm_wef_afifo_64x1_wrapper_u0_hbm_wef_ram_1r1w_64x1_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST35_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST36_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_ctrl_ss_u1_hbm_wr_process_integ_u0_hbm_wdf_afifo_128x257_wrapper_u0_hbm_wdf_ram_1r1w_128x257_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST36_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST37_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u6_hbm_ctrl_ss_u1_hbm_wr_process_integ_u0_hbm_wef_afifo_64x1_wrapper_u0_hbm_wef_ram_1r1w_64x1_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST37_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST38_NON_REPAIR_BitSlice_38_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u7_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST38_NON_REPAIR_BitSlice_38_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST39_NON_REPAIR_BitSlice_130_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u7_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST39_NON_REPAIR_BitSlice_130_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST40_NON_REPAIR_BitSlice_4_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_channel_u7_hbm_octa_channel_v0_gate_tessent_mbist_sys_clk_MBIST40_NON_REPAIR_BitSlice_4_controller_inst,sys_clk,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck0_MBIST41_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_read_data_xram_ps0_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck0_MBIST41_NON_REPAIR_BitSlice_132_controller_inst,ck0,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck8_MBIST42_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_read_data_xram_ps1_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck8_MBIST42_NON_REPAIR_BitSlice_132_controller_inst,ck8,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck32_MBIST43_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_read_reorder_details_buffer_xram_ps0_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck32_MBIST43_NON_REPAIR_BitSlice_26_controller_inst,ck32,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck40_MBIST44_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_read_reorder_details_buffer_xram_ps1_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck40_MBIST44_NON_REPAIR_BitSlice_26_controller_inst,ck40,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck64_MBIST45_NON_REPAIR_BitSlice_144_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_write_data_xram_ps0_axi1_write_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck64_MBIST45_NON_REPAIR_BitSlice_144_controller_inst,ck64,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck72_MBIST46_NON_REPAIR_BitSlice_144_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_0__axi1_write_data_xram_ps1_axi1_write_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck72_MBIST46_NON_REPAIR_BitSlice_144_controller_inst,ck72,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck1_MBIST47_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_read_data_xram_ps0_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck1_MBIST47_NON_REPAIR_BitSlice_132_controller_inst,ck1,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck9_MBIST48_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_read_data_xram_ps1_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck9_MBIST48_NON_REPAIR_BitSlice_132_controller_inst,ck9,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck33_MBIST49_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_read_reorder_details_buffer_xram_ps0_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck33_MBIST49_NON_REPAIR_BitSlice_26_controller_inst,ck33,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck41_MBIST50_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_read_reorder_details_buffer_xram_ps1_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck41_MBIST50_NON_REPAIR_BitSlice_26_controller_inst,ck41,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck65_MBIST51_NON_REPAIR_BitSlice_144_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_write_data_xram_ps0_axi1_write_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck65_MBIST51_NON_REPAIR_BitSlice_144_controller_inst,ck65,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck73_MBIST52_NON_REPAIR_BitSlice_144_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_1__axi1_write_data_xram_ps1_axi1_write_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck73_MBIST52_NON_REPAIR_BitSlice_144_controller_inst,ck73,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck2_MBIST53_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_2__axi1_read_data_xram_ps0_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck2_MBIST53_NON_REPAIR_BitSlice_132_controller_inst,ck2,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck10_MBIST54_NON_REPAIR_BitSlice_132_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_2__axi1_read_data_xram_ps1_axi1_read_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck10_MBIST54_NON_REPAIR_BitSlice_132_controller_inst,ck10,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck34_MBIST55_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_2__axi1_read_reorder_details_buffer_xram_ps0_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck34_MBIST55_NON_REPAIR_BitSlice_26_controller_inst,ck34,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck42_MBIST56_NON_REPAIR_BitSlice_26_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_2__axi1_read_reorder_details_buffer_xram_ps1_axi1_read_reorder_details_buffer_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck42_MBIST56_NON_REPAIR_BitSlice_26_controller_inst,ck42,False,5
hbm_octa_channel_v0_gate_tessent_mbist_ck66_MBIST57_NON_REPAIR_BitSlice_144_controller,u_hcm_hbm_u0_hbm_octa_channel_u0,u_hcm/hbm_u0/hbm_octa_channel_u0,hbm_octa_channel_v0,hbm_ctrl_ip_u0_util_ram_gen_2__axi1_write_data_xram_ps0_axi1_write_data_xram_psx_hbm_ues_gmem_1r1w_1clk_mem_wrapper_gmem_hbm_octa_channel_v0_gate_tessent_mbist_ck66_MBIST57_NON_REPAIR_BitSlice_144_controller_inst,ck66,False,5
